filepath,xmin,xmax,ymin,ymax
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Gambar_110_jpg.rf.2084d2b8a76b09ac82b8ba84a133feff.xml,330,376,324,350
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Gambar_110_jpg.rf.3f6f2c822fe06ecf3c79b14df5c1c90b.xml,379,425,322,348
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Gambar_11_PNG.rf.4416fb8bb356c3e715064f1b132b8594.xml,104,196,410,474
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Gambar_11_PNG.rf.66a18c30e9dd919dde008397fdc79eed.xml,49,138,408,468
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Gambar_11_PNG.rf.cb487b0bd753f17dc4a2c08a9c04ed20.xml,78,165,415,485
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Gambar_12_PNG.rf.9705139376aa4c26a076a4d89ae177a2.xml,114,217,376,442
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Gambar_12_PNG.rf.9c739b829e06210c777476520a38debe.xml,43,149,374,439
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Gambar_12_PNG.rf.d210124eb0baadf8606c82b6ac19bd0b.xml,93,196,382,455
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Gambar_13_PNG.rf.adac7eff2f99fa5ef626cc4dae13f337.xml,472,569,363,407
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Gambar_13_PNG.rf.c904a0f6098e979842108694f4a2afc1.xml,377,477,401,445
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Gambar_13_PNG.rf.f815c6e74856ed5672d14cd3c081a35a.xml,413,510,416,463
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Gambar_14_PNG.rf.55cb1725406f338cd86a13854d368fe0.xml,10,103,482,549
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Gambar_14_PNG.rf.6cf7ea7fb9ca08dc47e4bb25c7af70fb.xml,1,86,483,551
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Gambar_14_PNG.rf.7a97ebaf26af9576163942ccf10da353.xml,4,98,486,562
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Gambar_15_PNG.rf.277823c72fefe296bb20ffc3cef20f60.xml,97,233,496,583
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Gambar_15_PNG.rf.86f8e633d5b6e71c6af6e8d2a7f583f0.xml,168,304,490,572
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Gambar_15_PNG.rf.e079b8a42aeb93048e906b9f9cb27c6d.xml,182,320,509,609
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Gambar_16_PNG.rf.5086e7cca7f4c3483fd883f1bf396ab0.xml,117,215,482,547
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Gambar_16_PNG.rf.7b56481db062cd20cf27614c2ab01121.xml,98,192,492,568
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Gambar_16_PNG.rf.ff965fc8a5465891c9bf82cc8fad393a.xml,109,205,482,546
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Gambar_17_PNG.rf.388de0ddc8f7281396d447e2fee45dbd.xml,81,166,425,496
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Gambar_17_PNG.rf.4f28a5aee93408dd6846fa8bee3da91a.xml,70,155,424,495
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Gambar_17_PNG.rf.ed74e802a4f2782671806aa2fb053f8b.xml,40,126,433,515
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Gambar_18_PNG.rf.4be6223c1d4e5bcfe17661e56b5b3abb.xml,33,119,455,516
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Gambar_18_PNG.rf.62d441d362cf99afa3cc6a601543c63d.xml,57,141,453,512
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Gambar_18_PNG.rf.83102a5944cf6e856d20f84f6752da5e.xml,106,189,457,520
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Gambar_19_PNG.rf.3c9df5e3d9347e6ab8ff0ffd870ff160.xml,394,495,495,546
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Gambar_19_PNG.rf.68fb291227b97a80c9c0f540f26bfb75.xml,378,481,500,552
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Gambar_19_PNG.rf.980f6484320e74e2551aa11f593609a1.xml,443,543,531,589
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Gambar_1_PNG.rf.0f156f3041613cdc8cb13174f612f3f9.xml,150,240,443,496
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Gambar_1_PNG.rf.9ad2ea599f8bed6c3aceed6dfd5e6b29.xml,48,134,460,528
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Gambar_1_PNG.rf.c225a84c1033ade9ec76cdf525e7f490.xml,113,198,462,532
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Gambar_20_PNG.rf.23b25c446bb502ef856a6ff0234a3918.xml,102,184,420,498
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Gambar_20_PNG.rf.3aea4367890fc0b6adc29f4afd611944.xml,85,164,416,487
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Gambar_20_PNG.rf.4d679815268a6a06b4baeb797fe2bfff.xml,23,101,412,479
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Gambar_21_PNG.rf.659281e597ad52159446590b8c61f948.xml,75,162,428,510
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Gambar_21_PNG.rf.6698fc36ebc417e2253ac6e4dc35a86a.xml,121,214,421,495
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Gambar_21_PNG.rf.d7b62a301e2bdfd585c25c4e0b84bbab.xml,47,136,416,485
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Gambar_22_PNG.rf.26cae9334babdfb8cc82cb599d33d01e.xml,33,134,414,485
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Gambar_22_PNG.rf.45b01b2b8a13a8f15520ab63d2ad2ec8.xml,19,121,413,482
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Gambar_22_PNG.rf.dd1c1ed943c9abb79ec20d76a555d21e.xml,36,136,425,510
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Gambar_23_PNG.rf.513d2f63ccd77a39084948703b3e6a1f.xml,30,108,463,536
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Gambar_23_PNG.rf.88151888d88325bfa7fe2ed095087f93.xml,42,119,462,533
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Gambar_23_PNG.rf.e8da0949d088ac7d2320746e1d012f74.xml,56,134,463,536
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Gambar_24_PNG.rf.5b1c343f2eec3e2a8f5d96af0ff93871.xml,3,77,433,494
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Gambar_24_PNG.rf.5c6817e942019623e5eace67c9ea2acb.xml,39,111,435,500
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Gambar_24_PNG.rf.b90b6be2255ea6cebf9b4f3184da2cac.xml,85,164,436,501
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Gambar_25_PNG.rf.05b945b6275922369caba92230953c16.xml,184,278,475,515
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Gambar_25_PNG.rf.b3c3ea9b94ca22662e9da2f856331816.xml,192,287,483,529
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Gambar_25_PNG.rf.eed607c0345a91436d43d1270c6e1aed.xml,109,201,462,499
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Gambar_26_PNG.rf.2fe521efe46ab1d5552cf2a58c959526.xml,84,168,402,466
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Gambar_26_PNG.rf.4b8e069b91e42ffca334d31ae9e7a9ad.xml,89,173,403,468
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Gambar_26_PNG.rf.f8be4a1134abcf164000f017a1b0617a.xml,91,176,401,464
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Gambar_27_PNG.rf.1601463ac17803ff0184f72f15b0ce93.xml,70,163,441,498
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Gambar_27_PNG.rf.24a60fccb6eccd8e44fe221c07b32867.xml,16,112,446,513
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Gambar_27_PNG.rf.5e0a718482c5c1f5c8c6d360daffda17.xml,61,154,435,485
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Gambar_28_PNG.rf.0a29ed2da2645dfcc1b184187b57d96d.xml,13,104,444,507
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Gambar_28_PNG.rf.28b0789a265c79fb6ca114a7a7c3143e.xml,44,134,456,534
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Gambar_28_PNG.rf.3f5c2f2b261885cd4c799e3659f6d0a1.xml,117,209,445,510
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Gambar_29_PNG.rf.726c333666cbefdd73c208355309712c.xml,30,120,440,519
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Gambar_29_PNG.rf.88adfaa18828ab66ca4b002abc4062b5.xml,79,169,441,523
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Gambar_29_PNG.rf.9e93dee9dbd588d2f745a567d3ddf4a2.xml,1,88,440,518
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Gambar_2_PNG.rf.a57011701764c6c0f9a75d29c7c606ec.xml,72,156,437,500
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Gambar_2_PNG.rf.cb1359679d75f0903810c411385d627a.xml,132,220,435,496
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Gambar_2_PNG.rf.d255b04f743ac5b57c71ac628dd53208.xml,112,197,441,509
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Gambar_30_PNG.rf.68ae40bcd5f0782f6a7d23afb88d36a2.xml,88,179,423,492
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Gambar_30_PNG.rf.83c7c426b9fc2518bb13bc0326aede3e.xml,16,111,420,486
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Gambar_30_PNG.rf.859fba6d16883932767a7419441445bf.xml,62,154,415,475
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Gambar_31_PNG.rf.02dbd9fad596d9cfa6c673299d8e74f5.xml,97,181,442,501
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Gambar_31_PNG.rf.4b45ce4f483969eb0895b287c10bb8fc.xml,112,198,446,509
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Gambar_31_PNG.rf.6b1e0c7081cd7025cb4e99a27c705812.xml,35,123,436,488
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Gambar_32_PNG.rf.69f82e8537c53443bf71a4fc86c70d67.xml,123,226,398,451
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Gambar_32_PNG.rf.6e7e410c94792e7057dd5a695f3608d5.xml,116,219,403,454
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Gambar_32_PNG.rf.b33bc1718eb6079e89105c97a0194885.xml,159,267,418,477
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Gambar_33_PNG.rf.2b930a18c93c967195a5a4079034fff4.xml,153,245,473,519
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Gambar_33_PNG.rf.33d789d8f5a08b72e7567e08de62b5ca.xml,124,216,466,508
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Gambar_33_PNG.rf.4427c58411f1780e535edb45e17ba40e.xml,175,270,477,525
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Gambar_34_PNG.rf.1558b19237369d2a97830ab1300d22cc.xml,101,206,422,480
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Gambar_34_PNG.rf.4b795aefe575e38d7812db7e0852df19.xml,77,184,426,487
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Gambar_34_PNG.rf.afe28e734eab3bb7773f53b4d893f21c.xml,129,234,424,484
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Gambar_35_PNG.rf.39ac3f29790d52244e5d48f9a31c2f14.xml,34,122,350,421
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Gambar_35_PNG.rf.ad8a1861427ccb99497a0eaee4d0d581.xml,99,186,343,407
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Gambar_35_PNG.rf.d06dc4e9bccecb3464cb5753dafd518d.xml,62,147,349,420
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Gambar_36_PNG.rf.8fcac341abf83b28d4e62424aa7667fd.xml,71,161,493,547
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Gambar_36_PNG.rf.c5830e89382eba675ee5cd4e744d1191.xml,74,164,497,556
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Gambar_36_PNG.rf.f6b9aa999339d251563053f931e6c079.xml,89,179,487,535
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Gambar_37_PNG.rf.3bbc93ce30e0070d5e9e154abe75f24b.xml,259,386,447,497
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Gambar_37_PNG.rf.7ad80e955a19a36e1fe3c437dabf54e0.xml,234,361,487,558
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Gambar_37_PNG.rf.a951f219d82c5676bbecda79b15e844a.xml,201,330,443,491
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Gambar_38_PNG.rf.4a98d6ed79b329ad0085ea4352596eb8.xml,98,181,360,418
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Gambar_38_PNG.rf.81656a4b2b44be7cb5198135298c7d17.xml,100,183,356,409
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Gambar_38_PNG.rf.da63f7841b4e47d348bb2114b2e063f2.xml,62,143,354,405
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Gambar_39_PNG.rf.1f265c94d11948cf7b437501ad5146b0.xml,93,188,490,538
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Gambar_39_PNG.rf.5387516a2ebf055110cb535b7aa4cae7.xml,93,188,487,533
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Gambar_39_PNG.rf.b493daad08dac6a33cd1fbf2ed0bc4bb.xml,44,139,490,538
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Gambar_3_PNG.rf.03b594a4e46b0135b1f520c6a5bc8964.xml,80,165,482,531
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Gambar_3_PNG.rf.49bb002cdad2b69d683b9754512ef6e4.xml,123,206,494,550
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Gambar_3_PNG.rf.795f4a7e70462dbecf454db582962724.xml,156,239,495,553
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Gambar_40_PNG.rf.77a914adff52efdb4dbb8c3fd7ccfbc1.xml,101,187,468,528
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Gambar_40_PNG.rf.97cad7e6fd5ccc22a4c48648336a96d4.xml,104,191,471,536
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Gambar_40_PNG.rf.99aaf591123561f61577745e3655efda.xml,6,92,472,539
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Gambar_41_PNG.rf.115fd22e3481a7775ec685c104c83114.xml,80,164,385,433
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Gambar_41_PNG.rf.712c8f963b12eca7d2a9348c2bfbbe4b.xml,78,161,393,453
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Gambar_41_PNG.rf.7a66716b05f86edb5ea6c5e2688f31d2.xml,48,128,388,440
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Gambar_42_PNG.rf.14e0b684782d84d187b42c264606b127.xml,321,431,389,439
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Gambar_42_PNG.rf.322de4e3bca5e660aa5ef9ee97d7ddac.xml,297,407,369,420
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Gambar_42_PNG.rf.6a601c9b11aecc4e8a2fc08af4c61a85.xml,316,426,369,420
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Gambar_43_PNG.rf.39bdcb7476222569142580f9d20d3ea9.xml,21,110,436,503
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Gambar_43_PNG.rf.41db5573536497f80be55cd90ae1eee9.xml,65,152,427,481
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Gambar_43_PNG.rf.f083388282d4be2597883b2b87a4aa2a.xml,46,134,431,491
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Gambar_44_PNG.rf.00bdb82b4c60acf7e9fc0172997bb751.xml,54,149,387,453
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Gambar_44_PNG.rf.2cc6b3b4c7aa12a04077f802f5e80775.xml,27,124,389,456
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Gambar_44_PNG.rf.d52a05b801bf631d534a516bfa57a7b1.xml,39,135,382,441
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Gambar_45_PNG.rf.1367866a840da9d58255e899d7151606.xml,86,189,423,494
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Gambar_45_PNG.rf.2015dea3827b6195d10a4836bb583011.xml,110,211,410,464
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Gambar_45_PNG.rf.d6d360100f78010e63eb54e9313bffc8.xml,122,225,406,456
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Gambar_46_PNG.rf.8bcc4b1c1f55ce982b19c589656ebfc3.xml,33,118,471,540
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Gambar_46_PNG.rf.ce9559ee3934acae0064d5be5b2709df.xml,42,127,465,529
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Gambar_46_PNG.rf.d99705e9b532fd406f9ff4a8a8c00dde.xml,74,157,462,523
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Gambar_47_PNG.rf.0bf03a1ea030e0a6c4616a054980da9d.xml,86,172,432,498
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Gambar_47_PNG.rf.6387bec2f8373baf3aadee99e243309a.xml,102,188,433,500
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Gambar_47_PNG.rf.813b2d70a1f694a9371295066dc5583a.xml,78,164,430,493
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Gambar_48_PNG.rf.63858c23487716e84fde8eb3cf6befc7.xml,321,437,496,554
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Gambar_48_PNG.rf.85868441c29e13eb4100ecfa78d2de8f.xml,310,424,495,551
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Gambar_48_PNG.rf.a8a7550bc160c1cc30cf1f5d14ba670c.xml,248,366,465,516
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Gambar_49_PNG.rf.83626deab905611ec614706863e63b9b.xml,402,508,428,482
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Gambar_49_PNG.rf.96c6dc07fa010e5852a9f7fa8c1b8e19.xml,375,478,443,502
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Gambar_49_PNG.rf.bc49f77c26ccbb7316a157ce357d3e1a.xml,407,514,461,524
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Gambar_4_PNG.rf.23fb68a0cc347f26741662f1f1fc2622.xml,62,148,473,545
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Gambar_4_PNG.rf.403ce64563eea2dd17606f4724bc7c54.xml,53,140,468,535
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Gambar_4_PNG.rf.aa2f256716faaeec98450de9c7413256.xml,89,173,470,540
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Gambar_50_PNG.rf.5e18fe9d084dedb310b841d33cb47568.xml,199,317,397,451
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Gambar_50_PNG.rf.6668f9e640d27f60f3c43a95e827a665.xml,243,360,389,440
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Gambar_50_PNG.rf.92748e7a3e2049476e14af3c6092781d.xml,265,385,434,507
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Gambar_51_PNG.rf.2fd961b1feebd8b86c06b003ee5a6233.xml,59,176,481,538
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Gambar_51_PNG.rf.a10c454defc47beefa5e729d16b96b8a.xml,62,179,460,531
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Gambar_51_PNG.rf.e9692b3313711503de1c47b6bd544e40.xml,1,118,484,540
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Gambar_52_PNG.rf.55779eaf2faa96e7d391e1c6fb4509d0.xml,378,479,368,418
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Gambar_52_PNG.rf.82ae125c96d1e15d660e320b7734b0a3.xml,385,487,396,442
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Gambar_52_PNG.rf.c62ae55870c4ed51caab7ba85158ff77.xml,451,559,383,430
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Gambar_53_PNG.rf.080b4c20b25446dcf9d3c3845f306498.xml,450,564,405,472
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Gambar_53_PNG.rf.31593f88a7318db6ec910fafec6975d4.xml,347,461,408,474
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Gambar_53_PNG.rf.557a3b5f06a815d94e8d038d19469e86.xml,424,534,432,493
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Gambar_54_PNG.rf.bb225592269ebdcb77f464faa6a867e9.xml,416,503,364,416
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Gambar_54_PNG.rf.cbdd1c656ebe33b385bf00c401094a33.xml,382,467,389,437
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Gambar_54_PNG.rf.f0ed9e1806ee3314458196b0dc512bf3.xml,363,450,429,481
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Gambar_55_PNG.rf.4ab55c6d7746e53fc8a4753df17aee43.xml,135,236,439,488
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Gambar_55_PNG.rf.4d18b16a113e977e276c56c235387223.xml,93,197,450,505
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Gambar_55_PNG.rf.8f229d57fb9c438bbbe2271c3051c008.xml,101,205,439,488
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Gambar_56_PNG.rf.29fac71972ce551901147f801ac14bb8.xml,295,424,283,356
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Gambar_56_PNG.rf.3a92e387620f87102ab5cb1b03bb2f64.xml,234,360,290,361
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Gambar_56_PNG.rf.84cdc2419c108c5c31fab694b942bd46.xml,260,383,332,396
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Gambar_57_PNG.rf.2edbfffd97cf5a435214149b1cfedf63.xml,204,311,330,386
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Gambar_57_PNG.rf.4390bc1535d73c8119f1e456149df624.xml,199,307,350,400
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Gambar_57_PNG.rf.44f8aa39c4cb07ebd0b2deb381e68d7a.xml,201,309,350,400
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Gambar_58_PNG.rf.376c13573a79acfb4f94b0a13389d211.xml,137,236,272,321
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Gambar_58_PNG.rf.72007791ef669502256231c32c1bf127.xml,88,192,280,326
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Gambar_58_PNG.rf.b2f7b2fbf43f33c32da4fccc54ed57bf.xml,124,224,294,333
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Gambar_59_PNG.rf.069313ccc39905de75b4fcc169cd24fc.xml,177,303,336,391
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Gambar_59_PNG.rf.92149bd85f08c9344e4f262cb2bdfb8f.xml,179,305,334,388
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Gambar_59_PNG.rf.e69eb48aecce9c20cd21e2c246f5d041.xml,114,243,297,358
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Gambar_5_PNG.rf.003455f53d6e62d6044cc72a8966ce42.xml,83,161,444,509
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Gambar_5_PNG.rf.51d998b166714b1b44e0a25589913dfc.xml,100,178,438,498
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Gambar_5_PNG.rf.89a176e6c0dc71adcfa805653d8f0f22.xml,89,167,439,500
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Gambar_60_PNG.rf.3befaca94b0b8284c5902e4581e50603.xml,117,239,443,499
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Gambar_60_PNG.rf.535f21427eb8d37f3074172439a73e49.xml,147,266,441,496
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Gambar_60_PNG.rf.fed115f2592c25596bd277e71a8bb541.xml,114,236,425,477
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Gambar_61_PNG.rf.44e738aefd574f5be8af474ff3274ca4.xml,135,254,296,349
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Gambar_61_PNG.rf.dc68196c3b3caf71eaf3f6611fedbfda.xml,194,306,324,369
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Gambar_61_PNG.rf.fac03b9f3c7ae4991587e8d518557ae5.xml,194,306,303,353
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Gambar_62_PNG.rf.1934ab517c5022d6a60ea4d8b13fd526.xml,183,274,331,368
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Gambar_62_PNG.rf.40c80b8019f9446f7ba9a67811400d00.xml,152,245,312,356
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Gambar_62_PNG.rf.6797b61685c6047033826c1e5d68f38b.xml,154,247,335,372
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Gambar_63_PNG.rf.2033e919c2e9ee60c8f11359a7d5702b.xml,120,238,383,447
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Gambar_63_PNG.rf.91363b68145d1f59b8c8f997e24655f4.xml,150,265,433,487
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Gambar_63_PNG.rf.fa7fd074e0ee700240f6939a24516ef4.xml,134,250,394,453
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Gambar_64_PNG.rf.d7f2d4ea5fb5e53bfa6f1ba4d8a1757f.xml,338,441,218,267
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Gambar_64_PNG.rf.e02a12cc3b9e290e8e2fe3967fc54a57.xml,334,436,215,265
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\Gambar_64_PNG.rf.f47c0485e16ced9e2bc29483cfb94d74.xml,334,436,258,308
